CASOS DE PRUEBA PARA LA GENERACIÓN DE CÓDIGOS DE CONTROL VER.7.0												
												
												
#	NRO. AUTORIZACION	NRO. FACTURA	NIT/CI	FECHA	MONTO	LLAVE		5 VERHOEFF	CADENA	SUMATORIA PRODUCTO	BASE64	CODIGO CONTROL
3495	3904009103859	764079	2385514	2008/11/16	"18,759.90"	vU8Qtp+pLcTYqSF+%[mtp(yVSKrAN_SIE\HqPNU6zzhEfhpVZ7kWz}=7nxY@gD)a	64	79742	3904009103859vU8Qtp+p76407959LcTYqSF+%[238551473mtp(yVSK2008111685rAN_S1876076IE\	"15,273,609"	wGw9	5E-3D-E1-24
3496	8004005651798	722103	2388005	2007/02/27	"25,480.60"	yCyxjuJyVybgU{J{-CC4Z-tMezfw3Qj8N3%zY5#GBbiE]gZz77kE$$bL]Nbk3=(s	64	63967	8004005651798yCyxjuJ72210395yVyb238800543gU{J{-CC4Z2007022780-tMezfw25481493Qj8N3%z	"14,100,546"	roX2	2E-96-73-E0
3497	2904006071214	925040	2388219	2007/10/24	"36,402.00"	jH$v=$xw-y2*jJuTitIT%xY=TATSz}raW(=tq3hny]RFX}WNfc%[D*G}QQ7k_XFL	64	40619	2904006071214jH$v=92504008$238821948xw-y2*j2007102493Ju3640230TitIT%xY=T	"26,916,292"	1chN4	F8-83-64-54-72
3498	4004007989212	314527	2391076	2007/06/10	"11,140.00"	h8HKYiu[SBVp*u-Es[($]w7eaSs8IJ6tjLyd)jafTc#Bw2N#4WyJ}FG3Y_Qq+yj]	64	79961	4004007989212h8HKYiu[31452709SBVp*u-Es[239107654($]w7eaSs82007061014IJ6tjLy1114002d)	"18,017,306"	14kmQ	A5-4F-CB-FB-73
3499	7904008592877	269247	2395690	2007/05/27	"86,022.00"	*HHdu\[URVT)NAruCtZzsjx[xX6k#tF=dD8}PI3ugF_$$Tyd]Tn$zm-gnM9gt8G#	64	23934	7904008592877*HH26924717du\[239569040URVT)NAruC2007052760tZzs8602253jx[xX	"16,463,792"	+pUm	27-77-72-01
3500	3904004997418	45688	2397068	2007/04/19	"32,076.90"	RigT=p%Zze6K\A{$C%Pxpft#_r]\*bXbCeRZ}h7tb#y5V)}(jyKss3MJKbTkAW[]	64	96869	3904004997418RigT=p%Zze45688096K\A{$C239706840%Pxpft#_r2007041908]\*bXbC3207754eRZ}h7tb#y	"12,442,233"	lTfv	9A-8D-5E-C2
3501	7904002745568	217546	2398758	2007/10/02	"52,424.02"	nX6mw9q5k]ePF$s(-kZT=zP]7j$)Xjyu4Un+#pqjGpTvwx8AwQp5D#7t\3bCtXxn	64	70603	7904002745568nX6mw9q521754697k239875847]ePF$s(2007100291-5242402kZT=	"31,811,268"	1vMR4	78-01-EF-2B-DE
3502	700400289789	316669	2438934	2007/12/15	"25,452.00"	{]]\arnQi#D4hL3#Cv\WgcPBPN{{#%xF7hrtxF@Pau6#9[Z5{zY)$hyJH(]NpUdn	64	53187	700400289789{]]\ar31666949nQi#243893430D42007121533hL3#Cv\Wg2545286cPBPN{{#	"17,565,751"	130Wt	D5-69-86-67-84
3503	5004008841274	14832	2440796	2007/07/24	"14,406.00"	Y-gkN8gZW#n}c+hWq8Qp4sppw7DH@J\Q*ZUt+HZ_[7_PFxt@[]f5$*cE}s+MRfyG	64	55894	5004008841274Y-gkN81483294gZW#n}244079631c+hWq8Qp42007072403sppw7DH@J\1440656Q*ZUt	"13,369,012"	o/wq	74-5C-29-DE
3504	7904006652463	284825	2451124	2007/08/04	"83,508.00"	n+{CQU+McjPxx$whV6CT]zK5YR69R}pAG@Nf@-3QEfuWDyK#+44G78n5C@JrQZUt	64	36425	7904006652463n+{C28482548QU+McjP245112493xx$wh2007080421V6C8350843T]zK5Y	"15,936,112"	yofm	47-10-8F-DF
3505	4004006037222	279409	2453192	2008/06/20	"84,104.00"	)hj(y7fc-JT8NW4MDR%fFPQV2vC@C\dAVV)*MkidLd7f7Ruf4fBa5EB-Nv#[64kM	64	95241	4004006037222)hj(y7fc-J27940999T8NW4M245319233DR%2008062040fFPQV84104122v	"18,113,433"	156EP	06-10-88-78-08
3506	7904008157997	436847	2456313	2007/04/29	"86,486.00"	r-H9%ygNytnnc}uu%NWfP4Mt[zTXY}jQbD=_QW{fH$Fb84NbELSwGC6irieWuAnJ	64	37743	7904008157997r-H943684738%ygNytnn245631344c}uu%NWf2007042960P4Mt[8648680zTXY	"15,022,230"	vJYM	98-03-86-86
3507	3904009021167	56052	2457403	2007/07/24	"87,988.00"	-e(@3Q*L7BmHc9P)f-9An{%y6AmR}]gp4Gh+AnDMB#_xUAjmtj3sH)f{naQ$IR]8	64	87168	3904009021167-e(@3Q*L75605275BmHc9P)f245740366-92007072403An{%y6A8798867mR}]gp4Gh	"17,850,267"	145+R	5F-CD-9F-D4-3D
3508	1904002569784	486746	2460304	2008/05/25	"41,244.00"	%J$xH-QSf7Y5rLz9ES9a6*-sg=ii4fETtswKpM46fexhb_vY@KugdN)e5eQKWduJ	64	54488	1904002569784%J$xH-48674624QSf7Y2460304275rLz92008052576ES9a6*-sg4124412=ii4fETts	"13,615,359"	py3/	90-2D-97-4C
3509	3004001532440	8577	2463349	2007/05/09	"71,706.00"	\[(2cLKLPMK-(GLJP9V@mjjSFXK+md[fc=%t8ji#tJXw7+pyQzCmxN5FQ9=9zD+z	64	42210	3004001532440\[(2c857779LKL246334954PMK2007050923-(7170668G	"22,368,345"	1LL1P	99-CC-B6-2D-04
3510	1904002152337	568095	2464680	2008/11/08	"78,108.00"	8\R+wsUH9eGVXT*}u+]z*)wUnzZ@r)quxqj-NCeCtfdJai9ej3\T*eIuzz*Wg4{)	64	94647	19040021523378\R+wsUH9e56809574GVXT*246468066}u+]z*)2008110834wUnzZ7810851@r)quxqj	"13,780,913"	qaUn	70-90-7B-C7
3511	1904002148760	455396	2465140	2008/11/17	"66,455.00"	@R9qeBx7zVbbPemmKFhm@+dT]5zs7en_rdMsrNveawAcc=[M@s=ZxE7_T_RjpU}Z	64	68167	1904002148760@R9qeBx455396587zVbbPemm246514086KF2008111750hm@+dT]66455705zs7en_r	"18,050,937"	14szv	AC-6C-0D-01-C4
3512	700400475627	509252	2469690	2007/01/29	"18,864.00"	WiA)5rpxWZk+quxFB5NJZrD3PjB\ckkcPkAU7[HXgqGiJd%iq9N}uSLuDK(fKJIu	64	06201	700400475627W50925223iA)5rpx246969080WZk2007012943+1886446qu	"28,059,136"	1h2O0	7F-FE-04-08-B0
3513	2904002816995	503508	2471678	2008/02/18	"8,957.80"	x-PdypeJ)Lb6bSk)LbYbGDgEt@BET=k(NaVZwh@M\uBSZCe%NwxtvniY)YrBaA9D	64	23903	2904002816995x-P50350802dype247167869J)Lb6bSk)L2008021817b895801YbGD	"24,014,876"	1Rd0S	77-4C-02-E6-0C
3514	390400256415	452880	2473913	2007/05/09	"10,623.00"	-uwHizA$auVbt}]WELJb}N5U8[mytQ6E94(b(egCJXI-Q_X)qudVbDe$mS%M9EBh	64	74081	390400256415-uwHizA$45288089auVbt247391377}2007050923]WELJb}N51062344U8	"25,489,658"	1XF3w	C6-5A-86-1F-65
3515	1004007707971	954650	2474101	2008/08/16	"81,485.00"	R*{#{EdX_$8s(_]bEpqzktG3Lw@X{Jn64G$@(%h3Fa3aq$3iEvghe38mf]K-WBb]	64	64303	1004007707971R*{#{Ed95465094X_$8s247410186(_]b2008081679E8148550pqzk	"23,072,954"	1O12w	48-B3-D1-96-0F
3516	6004008411096	316900	2474404	2008/07/28	"60,924.10"	TwgjYF[]EXnxH8c{]m-wDkK[Dz=z3{AF-3)tt(-r#PThbM4mAjjbU)TedTTZA396	64	47110	6004008411096TwgjY31690057F[]EXnxH2474404638c2008072845{]6092426m	"26,904,532"	1ceVK	46-99-56-99-98
3517	2904001730899	290016	2475157	2007/09/16	"62,441.00"	TcKB(%uSyD6eUFG}$Uw#qCu7y756%a(#Lt{hhXC9c7IW}IX-M33}cR2BhNF=ZgF5	64	30594	2904001730899TcKB29001635(247515736%uSyD62007091662eUFG}$Uw#q6244152Cu7y7	"24,401,955"	1T5WZ	31-0C-DD-99-0C
3518	600400473490	293119	2478201	2008/02/06	"30,451.00"	*AaQNpITa3EDwK9Iq8JH+uz5F[spvicFKRDU8C]AG}s%+KCJR@K9K7N%3C$3Iugu	64	01314	600400473490*29311965Aa247820185QNpI2008020650Ta30451113EDwK	"23,073,608"	1O1D8	80-22-95-61-BE
3519	3004003152746	537343	2479231	2008/08/17	"38,775.00"	R(4]Fm$]Le_{w@qzDMb9VP(Z#gKH*GMb8T[YuH@ic_7s\)bs%=X{AJaDVLB%+IVT	64	99744	3004003152746R(4]Fm$]Le53734382_{w@qzDMb9247923162VP(Z#gKH2008081793*GMb83877522T[YuH	"13,752,404"	qTXK	20-4D-27-22
3520	7904007089452	873255	2479993	2007/12/05	"18,608.00"	QjHjPLwUWx)eH7+f9P$RA_$v5-Z=w6IMm49B6s2X4(SF%VGKx-5@TCvSaqW5S$p3	64	35080	7904007089452QjHj87325560PLwUWx247999338)2007120506eH7+f9P$R1860878A	"32,049,825"	1wGgX	15-74-34-AC-67
3521	6004009259004	31897	2480776	2008/09/24	"72,968.00"	nyM=uP}h[dLJ+ABrcQ#ce)Bj4#BE8)5g3RLEAk$U(HF97]DzrfWgv(8rjV@*E@9{	64	95828	6004009259004nyM=uP}h[d3189790LJ+ABr248077694cQ#ce)Bj42008092476#BE72968958)5g3RLEA	"15,450,015"	wx+V	D0-29-8C-59
3522	7904008868056	530749	2521884	2008/08/30	"31,933.00"	khhq}hEuS#Kh{I8AhDcBmcNm}K#af]vv)8Ix[U2bGL(e#Z_5pU2CQmZg+UAbb_XG	64	39402	7904008868056khhq53074912}hEuS#Kh{I2521884698AhDc2008083024B3193367mcN	"25,162,599"	1V/Dd	4D-D7-E7-FC-AC
3523	5004003260699	474558	2523304	2007/05/03	"8,874.00"	KV9r5fVQAfchsiP4vpKGnatYe*yt-WPQ7$6(7mGmzRwEhFbT7[e9m*vzF(T[{tpF	64	05563	5004003260699K47455841V9r5fV252330487QAfchs2007050376iP4vpKG887479natY	"21,396,066"	1HdfY	33-58-74-B7-AF
3524	5004005701958	146233	2523902	2007/02/19	"74,272.02"	hZA{hDB4iHi+LrI4hp(@DGiMF%YMICMLFfJdP)d[pRnV$CS(NahPMQWwXgHzNVPx	64	02355	5004005701958h14623310ZA{252390232hDB42007021916iHi+Lr7427207I4hp(@	"23,356,325"	1P6Eb	60-2A-A8-29-C5
3525	400400307416	753906	2525640	2008/09/16	"73,765.80"	IW[)NM5uXsbTrAIW}IyGnGDDk*JJrgamAM3Sjpuf4I4-#Pm_FLIU5_g+GD9%+dPf	64	94848	400400307416IW[)NM5uXs75390677bTrAI252564015W}IyGnGDD2008091641k*JJr7376665gamAM3Sjp	"14,120,322"	rtM2	AE-10-F8-F3
3526	3004001521246	747518	2530785	2007/11/21	"25,003.00"	k3j4=\nrx[SLxycHg(xjb_M%e@YTD{PBwYVW3Miu_QWM$g})yDwIRe5A\3V%{{zc	64	85451	3004001521246k3j4=\nrx74751832[SLxyc253078544Hg(xj2007112131b_M%e@2500315YT	"17,258,967"	11rdN	A3-3B-EC-D1-8C
3527	2004004581341	772327	2531578	2007/06/28	"23,972.00"	Ip-pw=QcUX\jBwI3@}Ehc8z+\nk$Htheq9XM-3uzgq=Unp477V3MR4%IMbk}e-\4	64	54675	2004004581341Ip-pw=77232765QcUX\253157822jBwI3@}2007062813Ehc8z+\n2397250k$Hthe	"12,879,086"	n8Jk	00-DE-11-63
3528	6004003908592	564373	2538188	2008/03/17	"59,768.00"	U4Gq(tmNYxCcuy\GWFQ3M)SbP3rqY8*zxCwLx2]6RvCS8cc5p5W#a}4s4)PLzW7F	64	87157	6004003908592U4Gq(tmNY56437323xCcuy\GW253818842FQ20080317123M)SbP59768463rqY8*zx	"17,667,908"	13PT4	9D-89-E0-ED-9E
3529	4004005572504	847282	2544501	2008/04/17	"69,885.00"	U9)}#xSneHAdK+4PHx5_$TgS-Cp*Y-pkn=#w7R+Yt7@n@I5z7gZ+3JFKIdwMn@IC	64	87898	4004005572504U9)}#xSne84728288HAdK+4PH254450160x5_$TgS-C2008041767p*Y-pkn=#w69885967R+Yt7@n@	"12,692,997"	mQu5	1C-1D-72-D7
3530	390400624978	962528	2580718	2007/08/20	"50,964.00"	bps-NW#bwbGCG@)dQdM-Z$}4q]kD){SU+3-VQqcZZRIewg*Vat{WLa}BiL4DRF(g	64	68761	390400624978bps-NW#96252883bwbGCG@)d258071840QdM-Z$}42007082058q]kD){S5096423U+	"17,454,080"	12bG0	7C-01-A3-C0-DB
3531	3004007963309	864349	2606493	2007/04/07	"90,873.00"	qvgBc#TQr-vU+H)jq#fXxBFq[p%tuGLC6Z]a_f*S*Xm5nX@AV{ImM8IhTf+G4qaw	64	84096	3004007963309qvgBc#TQr86434905-vU+H260649398)2007040723jq#fXxBFq[9087306p%tuGLC	"27,268,555"	1e1NB	73-A7-61-B9-84
3532	2904006337138	830904	2608084	2008/05/25	"73,874.00"	{ZKDbVgEyLiGP%NdtX%vq]FK8B5ZxU7]hp8s\+K%#]uAEQDDDPTbm]]3iNkIxm8Q	64	60519	2904006337138{ZKDbVg83090411E260808486yLiGP%2008052576Nd7387473tX%vq]FK8B	"28,019,902"	1guo+	DC-44-8B-92-BC
3533	6004004147274	600958	2609594	2007/06/11	"20,619.00"	PFCnGb*4Twk-TbDxW$VMa6{HW%XPwzj[HjbeK(IKe-zpw[#T5Bs6LCyuEg{{MV{i	64	89127	6004004147274PFCnGb*4T60095887wk-TbDxW$V260959491Ma20070611776{H2061984W%XPwzj[	"19,820,807"	1Bd47	80-24-16-95-AF
3534	2904007404364	69017	2623886	2007/06/24	"55,196.00"	Dqpuyyj{#-@n-xkaa2FHc*@iUWj4uwTT7YZY24QPbMfdmDzgJb}h4gDf6Iwbd}N[	64	24802	2904007404364Dqp6901721uyyj{262388628#-@n-xkaa200706247225519606FHc	"24,561,484"	1TiTC	D9-AA-83-16-B5
3535	2904004258149	44696	2626563	2008/10/04	"78,145.00"	y]Muu9{yAm_fjwMe[BqF[d%mHysjVW7fadGrq$NMC{xQIyaG4$m}Uyg$t}N9d2Ni	64	93075	2904004258149y]Muu9{yAm4469697_fjw262656399M2008100452e[BqF[d%7814576mHysjV	"24,214,835"	1SNqp	D4-A4-0F-D4-22
3536	290400746928	414018	2630457	2008/03/05	"39,885.00"	$titNm+iUh*h_{jc)fDsFAI-WfcqWK3icNJ#iGJgE8mI\n7gjbyktnITI6Ss-=C-	64	19587	290400746928$t41401824itNm+iUh*h263045717_{jc)f2008030571DsFAI-Wfc3988544qWK3icNJ	"17,678,762"	13S6g	6F-43-FF-53-8D
3537	1904002327275	911215	2631397	2007/01/20	"51,720.00"	-L]qFPG6a@Hv]hKrem[3J8mQmeZInNi]Sd(*H8FrWMZsBh([j7JC9BBbzT-+ky%=	64	74569	1904002327275-L]qFPG691121579a@Hv]263139752hKrem[20070120203J8mQme5172001ZInNi]Sd(*	"13,807,163"	qgux	87-D6-81-74
3538	5004009876190	617550	2634762	2008/09/18	"46,533.00"	57d[$C=NeYIA9wIj\nqvYkUIVQSr923cYZKwLxy9K4QWJQIprQu6a#IXV(i5C#*{	64	40927	500400987619057d[$61755067C263476263=NeYIA9wIj2008091866\nq4653388vYkUIVQS	"25,054,115"	1VakZ	5D-0C-74-67-DF
3539	3004009274941	904698	2636774	2007/11/16	"92,546.00"	PV(GAUWqKzN*+hz=jMdYxAk[+)$+veKU9mTV3Fuzcs$$bD57\-TrgeFAK=\#_q4R	64	40988	3004009274941PV(GA90469815U263677446WqKzN*+hz=2007111625jMdYxAk[+9254630)$+veKU9m	"28,024,294"	1gvtc	3B-F0-CA-7F-F7
3540	600400728630	72237	2637648	2007/09/15	"7,747.00"	iVQh#R#_J*tSiez(R7G}]QuWKp6H=FAp[\U(xiaZdnmFsHxkF{4@r*j=5Uyqd}fB	64	17841	600400728630iV7223707Qh#R#_J*263764892tSiez(R7G2007091501}]QuW774758Kp	"19,111,992"	18w0u	4B-E0-77-C1-15
3541	700400634070	188378	2638530	2007/08/20	"8,119.00"	N#u=Ckfa@Yj7Gc$sa{UCcKe@iNt+dyY5Y_xDjGKiKmZ$Cbn@7DHsikI-BWmpT$dX	64	87385	700400634070N#u=Ckfa@18837834Yj7Gc$sa263853063{UCc2007082058Ke@iNt+dy811954Y5Y_xD	"13,567,793"	pmSn	D1-3C-55-4B
3542	2004004217535	200443	2638890	2008/07/24	"36,102.00"	(XAiacrxE}DntcqpB$8bExty-x@c-6+a#7ECdVjBGXAGS85DnR_Tf6)vF87RhbH2	64	15764	2004004217535(X20044300Aiacrx263889083E}Dntcqp2008072455B$8bExt3610266y-x@c	"17,539,770"	12wAw	EB-51-14-21-BC
3543	4004006227464	437456	2641670	2008/06/06	"76,738.00"	ZWNBDHv\FDVPAp%Rt4BkmjeSFv_Wpdkj*PPvY%wG4{YEstcJYpI5PNMpBFf*uQj%	64	34358	4004006227464ZWNB43745633DHv\F264167035DVPA2008060680p%Rt4B7673828kmjeSFv_W	"14,440,419"	t5VZ	0F-73-1C-C9
3544	1004005628757	104059	2649432	2008/08/02	"51,009.00"	uaWz=KnaA6ZD3WFYwE%Ib{KQUK5WzJh-KLwS*PSCxqx5_z9yt%*jvxW8uZFjcGRT	64	93289	1004005628757uaWz=KnaA610405973ZD3W264943261FYw2008080242E%Ib{KQUK51009725WzJh-KLwS	"16,662,706"	/a2o	64-17-2F-D9
3545	5004009136260	893824	2664155	2008/11/04	"92,015.00"	ZB-273yp\=B[s[*gx+DrD[YB+x#F83jjXG5Da#(I[tgq2xgzCwi5=SIK)vFD4SJX	64	62789	5004009136260ZB-273y89382410p\=266415531B[s[*gx+2008110490DrD[YB+x#9201511F83jjXG5Da	"16,135,315"	zZIJ	E2-B3-F5-14
3546	5004009232906	295761	2693434	2007/11/10	"37,195.00"	}5p6nS)RDS)M}WrAu\2w%AenZ*LY#X89AS\4tcK-wYnKciD\QkrMg-QV#]cay}YM	64	40916	5004009232906}5p6n29576138S269343464)RDS)M}WrA2007111042u\37195122w%AenZ	"27,820,790"	1g8Bs	EA-E2-B2-9F-CB
3547	4004005983462	577922	2696868	2007/11/10	"59,317.00"	SpEArQf*iSUps\r7KRbwfhVR3r=YmY[ugU629p9EaMTH-dI5W@R9@%EUN@fLxYcA	64	23283	4004005983462SpE57792210ArQf269686826*iS2007111042Ups\r7KRb5931795wfhV	"16,936,254"	10cq+	B7-C1-77-D2-BB
3548	3004004734813	445922	2704040	2007/01/17	"63,224.25"	m)*epD@jDIMu{mIk}pMrIWSpqFXj8eBAYwkq8mLdvE@zgB[2yrCsY%nM5H9vrBtj	64	99130	3004004734813m)*epD@jDI44592214Mu{mIk}pMr270404023IW2007011766SpqF6322419X	"28,011,911"	1gss7	A5-0E-E8-B3-DE
3549	8004007778804	142016	2704308	2008/06/05	"47,085.00"	46Uu6k[m4Bij8iu9E4Wf=\Bbkss]8t([BXmnRrhdN]Xt+MMXSWP$ukFnw6nCNxdD	64	37848	800400777880446Uu142016536k[m4Bij2704308708iu9E4Wf=2008060520\Bbks4708516s]8t([BXm	"14,386,487"	suKt	16-C7-29-15
3550	2004002896396	519503	2706271	2007/12/03	"74,835.00"	99revsGF8r(ejDs(BDSq-KwK#+9h$s)-BrfBpJ#X]Bi4cSnV]k}Vucg{[y7rT66H	64	37416	200400289639699re51950339vsGF8r(e270627114jDs(B2007120325DS7483528q-KwK#+	"17,449,877"	12aEL	83-91-D8-F8-D5
3551	2904003746923	633326	2706774	2007/06/14	"37,921.00"	M5L]sTkTpwW5}rDW*4Yk*\N-nKdGK)(_YFdnxP(ErP*3Rea(Jx%YIrV_NzA]IZK7	64	63842	2904003746923M5L]sTk63332660TpwW2706774115}rDW*4Yk2007061407*\N-n3792103KdG	"15,710,641"	xxcn	94-C0-D1-BC
3552	3004009768373	60689	2707679	2007/05/06	"20,693.00"	Se4GR}wXC5bvrV3p(U9r]%zHEDLP[kv3g#8)DWBK)gKTvYsnYdp@D@EerPdJgaYs	64	72994	3004009768373Se4GR}wX6068970C5b270767998vrV3p(U9r]2007050638%zHEDLP[kv20693543g#8)	"15,200,075"	v+zB	D8-D3-F9-B8
3553	8004005088308	566200	2710990	2008/10/27	"60,595.00"	-pgSUU+Gf(wJdsDMXxS5(zgcD5#zt_DImZTe6Q(HsDKt-PJa[LgXsDe4sUC7M$XC	64	31065	8004005088308-pgS56620037UU271099047+2008102732Gf(wJds6059546DMXxS5	"25,645,185"	1Xr21	C0-8F-09-98-3A
3554	7904001896875	647681	2713456	2007/09/07	"15,622.25"	CQNh#5n]]z6(QBEhfm$aKxDY$]FVsmLz%vqYUdHEjA3[9*}39+p_9PW9Jb$eq]t_	64	80722	7904001896875CQNh#5n]]64768116z2713456976(QBEhfm2007090753$aK1562254xDY	"26,123,238"	1Zflc	2E-AA-59-40-00
3555	3904004102493	292543	2720990	2008/12/29	"44,409.00"	QW$hV}s)bjyn@)jkaYM7tQiF_wu{im8Lrt]C\]abpix-M#NTYub@Q3]GCrb$hzCD	64	70807	3904004102493QW$hV}s)29254325b272099065jyn@)jkaY2008122968M44409207tQiF_wu	"34,720,556"	24Sii	BF-82-27-85-CA
3556	6004001597485	609294	2722171	2008/10/01	"34,159.00"	a\VIz$vaIjhQWTec8bsKH%aBaMwaMGtJnS)(#J{(Lij{DgcQbYW=(+q]MBs5CXt(	64	70397	6004001597485a\VIz$va60929451I272217104jhQW2008100130Tec8bsKH%a3415965BaMwaMGt	"25,822,061"	1YWDj	CB-97-45-C2-B7
3557	3904003898042	733986	2722667	2007/12/13	"49,322.00"	Z3#wf6AXbXk$=U\7#Khv{P_eIQR2Zr-G-hCcBPrhZE\(vAjkU3ArzUMrSEx%v%mS	64	95624	3904003898042Z3#wf6AXbX73398617k$=U\7272266783#Khv{P_2007121301eIQ4932266R2Zr-	"15,024,430"	vK4k	EE-18-87-BA
3558	3004009083818	133517	2725040	2007/01/02	"41,301.00"	dB[SPqmVybAfTmTvxiBh6UVeUqkxYmpmka5{iXTu\+)T%X]XiebGU*V-zd9wMJ3T	64	02539	3004009083818d13351770B[S272504072PqmVyb2007010211AfTm4130132TvxiBh6UVe	"25,553,101"	1XUZD	9B-21-76-61-16
3559	7904006830229	444449	2726269	2007/05/01	"98,908.00"	TRSeFHd{-==Lb6rK(#Q=jKCxYxp2HfEn#9WcTMk%Pcp*MtHd}Jd4XBK*7\fVxrhu	64	63333	7904006830229TRSeFHd44444980{-==272626987Lb6r2007050162K(#Q9890802=jKC	"15,304,069"	wOM5	EB-D8-7C-C0
3560	5004001853324	268523	2730415	2008/10/18	"97,345.50"	{j$Jd-d5BLI-6h(TQ3PjSNKJV*JXa%f4hhJqdYPfEj]YzLM9[}ynGJTQUGq}(47r	64	89647	5004001853324{j$Jd-d5B26852378LI-6h(TQ3P273041541jSNKJV*2008101825JXa%f97346674hhJqdYP	"13,571,149"	pnHD	7C-02-8C-85
3561	390400725411	344662	2732560	2008/11/15	"18,012.00"	RFDHCpywXkS*d]CWnxsW\gspgRCWH6BQCDD[EH_=xv(W@S*Z}AbRb)q)dNmSt_5h	64	76179	390400725411RFDHCpyw34466274XkS*d]C273256063Wn2008111525xsW\gspg1801231RCWH6BQCDD	"17,404,052"	12P2K	9F-18-48-F4-C5
3562	790400601994	876438	2735233	2007/02/08	"5,016.00"	dfjS9NbyEiuaakTRku8sCWm(pJ\zW9-ExzgSI\2BEjCeaZj9m%w3ZrADyiBdUS{]	64	38875	790400601994dfjS876438879NbyEiuaa273523333kTRku8sCW2007020870m(pJ\zW9501600-ExzgS	"13,508,685"	pY1D	AB-11-BE-28
3563	1904004072252	656148	2737593	2007/10/13	"14,588.00"	6vbriHwsEaIwmb\9gC4TPM}A)iU$NdwV$[Ub-3na$e(z)qw*}Fz$q8v[L(n)ub7C	64	68655	19040040722526vbriHw65614844sEaIwmb\9273759357gC4TPM}2007101359A)iU$N1458888dwV$[U	"13,570,224"	pn2m	A6-AC-28-DF
3564	3904003624885	857196	2752836	2007/07/14	"44,940.00"	V%Bu(DI#}R7p$jrHKrpnS{GR[m%aKIa\R]tDhMy$8Gqt3}kJB8@HHp3Pj9E9Us=L	64	13414	3904003624885V%85719673Bu(D275283617I#}R72007071478p$4494078jrHKr	"18,659,519"	17BY/	DA-5F-18-20-50
3565	2904007696667	794187	2757647	2008/01/08	"85,105.90"	FQ)NQT_*i4t%rZ)aN]3-K]}jKR$ZH)Uzh@UPi8ZiRM7#gJCBGLp5Y*3Yr=wfIMiB	64	14244	2904007696667FQ79418771)NQT_275764756*i42008010866t%rZ)8510645aN]3-	"16,924,879"	10a3F	A7-74-D2-20-C4
3566	7004009605150	947994	2762183	2007/08/26	"22,751.00"	B7cJR3s2z5Fea8$#[w[zAtLDGtIUhWZz(#6eBu-8yE4_)=fEGvw74dtQyuk_WB*n	64	85003	7004009605150B7cJR3s2z947994225Fea8$276218370#2007082674[2275191w[zA	"32,450,068"	1xoOK	0C-9E-EC-95-D9
3567	390400889964	362335	2764343	2007/12/15	"12,071.60"	E*+Iu-#Ah{5QdjND7DWqfrvgFEL5ejdYs5pmP$x6hSndu{RQQ-x_D(wS$9MIaSgJ	64	64581	390400889964E*+Iu-#36233580Ah{5Q276434385djND7D2007121533WqfrvgFEL12072605e	"16,435,635"	+icp	71-08-53-50
3568	3004009328623	925154	2765534	2007/02/04	"41,698.00"	(pnK9vq_mDnkR_9N48UdTmPcWH]5JPHY$cSrcJw{pyC{Sk(n-wYLqv=K(gNR4-Qh	64	95535	3004009328623(pnK9vq_mD92515438nkR_9N27655343848UdTm2007020411PcWH4169806]5JPHY	"14,676,385"	t/6X	9E-F3-07-00
3569	1004001894716	206189	2768012	2007/08/16	"74,955.00"	}Hi]MIj27#}Ts8uRyKRF4Ec9Qg%9{%%#I{j_d]J%g_$mK_$@qSUJbJ3Mxg3HHh(N	64	14869	1004001894716}H20618994i]MIj27680124927#}Ts8uR2007081630yKRF4Ec74955449Qg%9{%%#I	"18,048,497"	14sNn	88-72-B8-1E-B2
3570	7004005084629	506036	2779582	2008/09/09	"93,921.00"	9SmS{uA44fgfgqw-+[S9w6YSc\DVFhNpN-j56@e77D84IL*cN9mK[UIjRywAMWrR	64	63916	70040050846299SmS{uA5060363244fg277958229fgqw-+[S9w20080909106Y9392130Sc\DVFh	"18,608,830"	16/A+	D0-C4-92-00-06
3571	1904006222257	492866	2785342	2008/09/12	"34,157.00"	ji7EuSdR7TewTf]$8usmc6BhLb63Igueb5GE7WTdu)7ZMx#5]*J%[b8)5BE{[H(g	64	64395	1904006222257ji7EuSd49286666R7Tew278534268Tf]$20080912988usmc6BhLb341577663Igue	"14,877,427"	umBp	AC-99-BE-AE
3572	6004008135667	570104	2789228	2008/05/29	"83,602.10"	aY=ifE-kYAqq%Nue+tqLIqgt8wA@)[Taq-BmDNB{ng+tIpS7AR9*TUCgE{hV6J69	64	98300	6004008135667aY=ifE-kYA57010425qq%Nue+tq278922851LIqg2008052904t83602208	"34,283,563"	22o0h	E7-83-D1-F2-DC
3573	4004008588690	273007	2792168	2007/01/14	"87,714.00"	Xw7}2nhLI{WzRE[bJg_P)dY]FMAXSc)Dz\xa_[UIVZQ)%DJ[+YECePZj\FTSAXY2	64	49862	4004008588690Xw7}227300709nhLI{WzRE[279216840bJg_P)dY]2007011489FMAXSc)8771486Dz\	"15,596,349"	xViz	D9-4C-61-17
